FoldablePackagePolicy,2024090401,,
51285,Y29tLnFpaG9vLmNhbWVyYQ==,ignoreAppRotation
51286,dHYuYWNmdW5kYW5tYWt1LnZpZGVv,ignoreAppRotation
51287,Y29tLnRwbGluay5pcGM=,ignoreAppRotation
51288,Y29tLmN6Yi5jaGV6aHViYW5n,ignoreAppRotation
51289,Y29tLnRhb3UubWFpbWFp,ignoreAppRotation
51290,Y29tLmpkLmFwcC5yZWFkZXI=,ignoreAppRotation
51291,Y29tLmh1bHV4aWEuZ2FtZXRvb2xz,ignoreAppRotation
51292,Y29tLnBlb3BsZWRhaWx5Y2hpbmEuYWN0aXZpdHk=,ignoreAppRotation
51293,ZW5mYy5tZXRybw==,ignoreAppRotation
51294,Y29tLnRlbmNlbnQucXFnYW1lLnhx,ignoreAppRotation
51295,Y29tLnlvdWRhby5ub3Rl,ignoreAppRotation
51296,Y29tLnRlc2xhbW90b3JzLnRlc2xh,ignoreAppRotation
51297,Y29tLmFpYmFuZy5ianRyYWZmaWM=,ignoreAppRotation
51298,Y29tLm1hbm1hbmJ1eS5iaWppYQ==,ignoreAppRotation
51299,Y29tLmdmLmNsaWVudA==,ignoreAppRotation
51300,Y29tLmdhbmppLmFuZHJvaWQ=,ignoreAppRotation
51301,Y29tLmF1dG9ob21lLnVzZWRjYXI=,ignoreAppRotation
51302,Y24ud2VueXUuYm9kaWFu,ignoreAppRotation
51303,Y29tLmFibGUud2lzZG9tdHJlZQ==,ignoreAppRotation
51304,Y29tLnRlbmNlbnQucG9ydGZvbGlv,ignoreAppRotation
51305,Y29tLmxlMTIzLnlzZHE=,ignoreAppRotation
51306,Y29tLnVjbW9iaWxlLmxpdGU=,ignoreAppRotation
51307,Y29tLmRhaW1sZXIucmlzLm1lcmNlZGVzbWUuY24uYW5kcm9pZA==,ignoreAppRotation
51308,Y29tLnBpbmd1by5lZGl0LnNkaw==,ignoreAppRotation
51309,b3JnLnhpbmtiLmJsYWNrYm9hcmQuYW5kcm9pZA==,ignoreAppRotation
51310,Y29tLmJpbGliaWxpLnN0dWRpbw==,ignoreAppRotation
51311,Y29tLndvbmRlcnRlay5wYXBlcg==,ignoreAppRotation
51312,Y29tLmppbmRpYW5rZWppLmh1YWxpYW5wYXJ0bmVy,ignoreAppRotation
51313,Y29tLmhhb2JvLmh1aWxpZmU=,ignoreAppRotation
51314,Y29tLmtpbmdkb24ubXljeg==,ignoreAppRotation
51315,Y29tLnNpbnllZS5iYWJ5YnVzLnJlY29tbWVuZGFwcA==,ignoreAppRotation
51316,Y29tLndlYmFuay53ZW1vbmV5,ignoreAppRotation
51317,anAuY28uY2Fub24uYnNkLmFkLnBpeG1hcHJpbnQ=,ignoreAppRotation
51318,Y29tLm1vYmkuc2h0cA==,ignoreAppRotation
51319,Y29tLmdraWQuY3Jhenlyb3Bl,ignoreAppRotation
51320,Y29tLm5ldGVhc2UubWtleQ==,ignoreAppRotation
51321,Y29tLmJ5dGVkYW5jZS5lcC5hbmRyb2lk,ignoreAppRotation
51322,Y29tLmppbmdjYWkuYXBwcy5xdWFsaXR5ZGV2,ignoreAppRotation
51323,Y29tLmNzaWkuenliay51aQ==,ignoreAppRotation
51324,Y29tLndlbmh1YS5iYW1ib28=,ignoreAppRotation
51325,Y29tLmNzaWkubW9iaWxlYmFuaw==,ignoreAppRotation
51326,Y29tLm11dGFuZ3RlY2gucWlhbmpp,ignoreAppRotation
51327,Y29tLmhhbndlYi5hbmRyb2lkLmpzendmdy5hY3Rpdml0eQ==,ignoreAppRotation
51328,Y29tLnp3ZncuWXVlWmhlbmdZaQ==,ignoreAppRotation
51329,Y29tLmJvc2UubW9uZXQ=,ignoreAppRotation
51330,Y29tLmFsbGhpc3RvcnkuZGxzLm1hcmJsZQ==,ignoreAppRotation
51331,Y24ubWlzc2V2YW4=,ignoreAppRotation
51332,Y29tLmhpYnkubXVzaWM=,ignoreAppRotation
51333,Y29tLmloYW96aHVvLnlvdWppYW5rYW5n,ignoreAppRotation
51334,Y29tLkNoYXJpdHlSdW4uZ2FtZQ==,ignoreAppRotation
51335,Y29tLmxpbmtlZGluLmFuZHJvaWQuaW5qb2Jz,ignoreAppRotation
51336,Y29tLmZpcnN0dG91Y2hnYW1lcy5oZXJvMg==,ignoreAppRotation
51337,aXQubWluaXN0ZXJvZGVsbGFzYWx1dGUudmVyaWZpY2FDMTk=,ignoreAppRotation
51338,Y29tLnN0b25lYXhlLnNsYXBhbmRydW4=,ignoreAppRotation
51339,Y29tLm1hcmJsZWJsYXN0Lnp1bWEubWFyYmxlZ2FtZQ==,ignoreAppRotation
51340,aW52YWRlcnMub3MuZ2FsYXh5LnNwYWNlLnNob290ZXIuYXR0YWNrLmNsYXNzaWM=,ignoreAppRotation
51341,bmV0Lnd5dmVybndhcmUud2hvc3RoZWFsaWVu,ignoreAppRotation
51342,Y29tLnBsYXlpdC52aWRlb3BsYXllcg==,ignoreAppRotation
51343,Y29tLmNvaW5tYXJrZXRjYXAuYW5kcm9pZA==,ignoreAppRotation
51344,Y29tLmdhaXQuTW92ZUhvdXNlM0Q=,ignoreAppRotation
51345,cnUuZ2FseWEuZHJhd2pvdXN0,ignoreAppRotation
51346,b3JnLnRvc2hp,ignoreAppRotation
51347,Y29tLmFnZW9mZXRlcm5pdHkuZ2xvYmFs,ignoreAppRotation
51348,a3IuY28uaHBvaW50LmhkZ20=,ignoreAppRotation
51349,Y29tLmlkbGUucmFpbHdheS5lbXBpcmUudHljb29u,ignoreAppRotation
51350,aW8udm9vZG9vLnBhcGVyMg==,ignoreAppRotation
51351,a3IuY28uaGl2ZXI=,ignoreAppRotation
51352,Y29tLmNvbHQ=,ignoreAppRotation
51353,Y29ucXVlci50aGUudG93ZXIuY2FzdGxlLmJhdHRsZQ==,ignoreAppRotation
51354,Ym9keWZhc3QuemVyby5mYXN0aW5ndHJhY2tlci53ZWlnaHRsb3Nz,ignoreAppRotation
51355,Y29tLnRwbGluay5rYXNhX2FuZHJvaWQ=,ignoreAppRotation
51356,Y29tLndiLmdvb2cuZ290LmNvbnF1ZXN0,ignoreAppRotation
51357,d29ybGQuc29jaWFsLmdyb3VwLnZpZGVvLnNoYXJl,ignoreAppRotation
51358,Y29tLmRhcmF6LmFuZHJvaWQ=,ignoreAppRotation
51359,Y29tLm1hdHRlbDE2My5za2lwYm8=,ignoreAppRotation
51360,Y29tLmNhbXNjYW5uZXIuZG9jdW1lbnRzY2FubmVyLnBkZnNjYW5uZXIudGV4dHNjYW5uZXIucGhvdG9zLnNjYW5uZXI=,ignoreAppRotation
51361,Y29tLmpyemhlbmcuc3VwZXJ2cG5mcmVl,ignoreAppRotation
51362,Y29tLnl5LmhpeW8=,ignoreAppRotation
51363,Y29tLnBlb3BsZWZ1bi5icmlja3NuYmFsbHM=,ignoreAppRotation
51364,Y29tLm5pbmVnYWcuYW5kcm9pZC5hcHA=,ignoreAppRotation
51365,YXUuY29tLnJlYWxlc3RhdGUuYXBw,ignoreAppRotation
51366,Y29tLmhhbmFzZWMuc3RvY2s=,ignoreAppRotation
51367,Y29tLm5hbm90cmliZS5nYW1lcy5hcnJvd2Zlc3Q=,ignoreAppRotation
51368,b3JnLmp3Lmp3bGlicmFyeS5tb2JpbGU=,ignoreAppRotation
51369,Y29tLmluc3RhZ3JhbS5sYXlvdXQ=,ignoreAppRotation
51370,Y29tLk5va29ib3QuRnJvemVuSG9uZXlBU01S,ignoreAppRotation
51371,Y29tLmNvdXBhbmcuZmxleC5tb2JpbGU=,ignoreAppRotation
51372,Y29tLm91dGZpdDcudGFsa2luZ2Jlbg==,ignoreAppRotation
51373,Y29tLmlkZWFsaXN0YS5hbmRyb2lk,ignoreAppRotation
51374,Y29tLmlsZXZpdC5hbHdheXouYW5kcm9pZA==,ignoreAppRotation
51375,Z2xvYmFsLmhvdGVsLnR3Z2FtZQ==,ignoreAppRotation
51376,Y29tLnRvcHVsdHJhZ2FtZS5zbG90bGFzdmVnYQ==,ignoreAppRotation
51377,Y29tLmJlcmVzbmV2Z2FtZXMuZ2FsbGVyeWNvbG9yaW5nYm9vaw==,ignoreAppRotation
51378,Y29tLnBob3Rvcm9vbS5hcHA=,ignoreAppRotation
51379,bWVubG9zZXdlaWdodC5sb3Nld2VpZ2h0YXBwZm9ybWVuLndlaWdodGxvc3Nmb3JtZW4=,ignoreAppRotation
51380,Y29tLmphdW1v,ignoreAppRotation
51381,Y29tLnRoZTI5Y20uYXBwMjljbQ==,ignoreAppRotation
51382,Y29tLmhhbmR5Y2xvc2V0LmFuZHJvaWQuZXJhc2Vy,ignoreAppRotation
51383,Y29tLm5vcnRoY3ViZS5zbGVlcGN5Y2xl,ignoreAppRotation
51384,Y29tLnR1cmtjZWxsLmJpcA==,ignoreAppRotation
51385,Y29tLmN5YmVybGluay55b3VjYW1tYWtldXA=,ignoreAppRotation
51386,anAubmF2ZXIubGluZWNhbWVyYS5hbmRyb2lk,ignoreAppRotation
51387,dXMubWl0ZW5l,ignoreAppRotation
51388,anAuY28uZHdhbmdvLkhjZ0RXMDA3U2FuZHdpY2hSdW4=,ignoreAppRotation
51389,Y29tLnppbmcubXAz,ignoreAppRotation
51390,Y29tLmJzdGFyLmludGw=,ignoreAppRotation
51391,Y29tLmVhc3RzaWRlZ2FtZXMuZHJhZ3JhY2U=,ignoreAppRotation
51392,YXUuZ292Lm5zdy5zZXJ2aWNl,ignoreAppRotation
51393,Y29tLmxpbGFjd29vZGdhbWVzLm9pbG1hbg==,ignoreAppRotation
51394,Y29tLm1rYXJwZW5rby53b3JsZGJveA==,ignoreAppRotation
51395,Z2cuc3VuZGF5LmNhdGVzY2FwZQ==,ignoreAppRotation
51396,Y29tLmhvbGxvd2RvZ3Muc3RvbmVncmluZGVy,ignoreAppRotation
51397,c3UuY2Fub2Uuem9vLmVsZXBoYW50,ignoreAppRotation
51398,Y29tLnN1bnNldGdhbWVzLmNvcGNhcnNjYW4=,ignoreAppRotation
51399,Y29tLm1lcmdlLmFuaW1hbHM=,ignoreAppRotation
51400,Y29tLmZhY2Vib29rLmFkc21hbmFnZXI=,ignoreAppRotation
51401,YXUuY29tLnNlZWs=,ignoreAppRotation
51402,anAucHh2LmFuZHJvaWQ=,ignoreAppRotation
51403,Y29tLmFkb2JlLmZhcw==,ignoreAppRotation
51404,Y29tLmhlbGxvdGFsaw==,ignoreAppRotation
51405,Y29tLnN5Z2ljLmF1cmE=,ignoreAppRotation
51406,aW8udm9vZG9vLnBhcGVyMw==,ignoreAppRotation
51407,Y29tLm1lcmdlZ2FtZS5tZXJnZQ==,ignoreAppRotation
51408,Y29tLm1lZ2F0b3VjaC5naWFudHdhbnRlZA==,ignoreAppRotation
51409,Y29tLnNlZ2Euc3ByaW50,ignoreAppRotation
51410,Y29tLmJhbmdnb29kLmNsaWVudA==,ignoreAppRotation
51411,b3JnLm9seW1waWMuYXBwLm1vYmlsZQ==,ignoreAppRotation
51412,Y29tLmVsZHJpbmcuZXhvbWluZXI=,ignoreAppRotation
51413,Y29tLnRhcHBlZC5kcmF3cmlkZXI=,ignoreAppRotation
51414,Y29tLnd1bHVtdXFpLmFwcHMuYW5kcm9pZC53bG1xc215,ignoreAppRotation
51415,Y29tLnlvdXFpLm1pYW9taWFv,ignoreAppRotation
51416,Y29tLmt1YWl5aW4ucGxheWVy,ignoreAppRotation
51417,Y29tLnNzLmFuZHJvaWQubWVyY2hhbnQ=,ignoreAppRotation
51418,Y29tLndlaXBhaXRhbmcud3B0,ignoreAppRotation
51419,Y29tLnNlZXdvLmVhc2ljYXJlLnBybw==,ignoreAppRotation
51420,bWUuZWxlLm5hcG9z,ignoreAppRotation
51421,Y29tLmJhaWR1LnNlYXJjaGJveC50b21hcw==,ignoreAppRotation
51422,Y29tLm1vc29pbmsudGVhY2g=,ignoreAppRotation
51423,Y29tLndvYXBwLmhlYmVp,ignoreAppRotation
51424,Y29tLmh1YXhpYW96aHUuZHJpdmVy,ignoreAppRotation
51425,Y29tLm1vdXRhaS5tYWxs,ignoreAppRotation
51426,aW8uaWZ0ZWNoLmFuZHJvaWQuYm94,ignoreAppRotation
51427,Y29tLnh4d29sby5jYzU=,ignoreAppRotation
51428,Y29tLmliaWtlLnB1YmxpY2JpY3ljbGUuYWN0aXZpdHk=,ignoreAppRotation
51429,Y29tLmtpbG9vLnN1YndheXN1cmYuc2Ftc3VuZw==,ignoreAppRotation
51430,Y29tLmJvc2UuYm9zZW11c2ljLmNoaW5h,ignoreAppRotation
51431,Y29tLnRlbmNlbnQud2VoZWFy,ignoreAppRotation
51432,Y29tLnNob3VqaWR1b2R1by5kag==,ignoreAppRotation
51433,Y29tLmpvb2FuLnFpYW9hbnpoaWxpYW4=,ignoreAppRotation
51434,Y29tLmtzLmthaXNodXN0b3J5,ignoreAppRotation
51435,Y24ubGV6aGkuc3BlZWR0ZXN0,ignoreAppRotation
51436,Y29tLmNhbGVuZGFyMjM0NQ==,ignoreAppRotation
51437,Y29tLmNxbWMuY2xpZW50,ignoreAppRotation
51438,Y29tLnBzeW9uZS5icmFpbm11c2lj,ignoreAppRotation
51439,Y29tLmNjdHY0Zy5jY3R2bW9iaWxldHY=,ignoreAppRotation
51440,Y29tLmVkaWZpZXIuZWRpZmllcmNvbm5lY3Q=,ignoreAppRotation
51441,Y24udW5pcHVzLnVjYW1wdXMuc3R1ZGVudA==,ignoreAppRotation
51442,Y29tLm5ldGVhc2UubHJz,ignoreAppRotation
51443,Y29tLmdkLnNpYXBw,ignoreAppRotation
51444,Y29tLmRwLmFuZHJvaWQuZWxvbmc=,ignoreAppRotation
51445,Y29tLnR5eWQudmlkZW8=,ignoreAppRotation
51446,Y29tLmljYmMuYml6LmVsaWZl,ignoreAppRotation
51447,Y29tLm11YnUuYXBw,ignoreAppRotation
51448,Y24uZmlnaHRpbmcubWpzdHYuY2xhc3NpYw==,ignoreAppRotation
51449,Y29tLnN1cGVyY2VsbC5jbGFzaHJveWFsZS51Yw==,ignoreAppRotation
51450,Y29tLmZveGl0Lm1vYmlsZS5wZGYubGl0ZQ==,ignoreAppRotation
51451,Y29tLnhpYW9lLmNsaWVudA==,ignoreAppRotation
51452,Y29tLm9waG9uZS5yZWFkZXIudWk=,ignoreAppRotation
51453,Y29tLnVzaGFxaS56aHVpc2h1c2hlbnFp,ignoreAppRotation
51454,Y29tLmx1LmFzaGlvbndlYXRoZXJiYW5uZXI=,ignoreAppRotation
51455,Y29tLnBpbmdhbi54dWV5dWFu,ignoreAppRotation
51456,Y29tLmpkLmpkbG9naXN0aWM=,ignoreAppRotation
51457,Y29tLmN0cmlwLmpy,ignoreAppRotation
51458,Y29tLmp1bGFubGluZy5hcHA=,ignoreAppRotation
51459,Y29tLnRlbmNlbnQudG1ncC56anNjbWo=,ignoreAppRotation
51460,Y29tLmppbjEw,ignoreAppRotation
51461,Y29tLmhpc2Vuc2UubXMuZmx5MnR2,ignoreAppRotation
51462,Y29tLmFpaHVpc2hvdS5vcHQ=,ignoreAppRotation
51463,dHYuZGFubWFrdS5iaWxpYmlsaWhk,ignoreAppRotation
51464,Y29tLmFpcnN0YXIubG9hbg==,ignoreAppRotation
51465,Y29tLnJ5dG9uZy5obmFpcg==,ignoreAppRotation
51466,Y29tLnV4aW4udXNlZGNhcg==,ignoreAppRotation
51467,Y29tLmZhcmZldGNoLmZhcmZldGNoc2hvcA==,ignoreAppRotation
51468,Y29tLmdvdi5jbg==,ignoreAppRotation
51469,Y29tLmNvcnAyMWNuLm1haWwxODk=,ignoreAppRotation
51470,Y29tLnJ1YW5tZWkuaXRob21l,ignoreAppRotation
51471,Y29tLmFzdXMuYWlob21l,ignoreAppRotation
51472,Y29tLnNhbmdmb3IudnBuLmNsaWVudC5waG9uZQ==,ignoreAppRotation
51473,Y29tLm1vbGluay5qb2huLmh1bW1pbmdiaXJk,ignoreAppRotation
51474,Y29tLmhlbnphbmFwcC5taWFvbWlhb3poZQ==,ignoreAppRotation
51475,Y29tLnRlbmNlbnQudG1ncC5zdXBlcmNlbGwuY2xhc2hyb3lhbGU=,ignoreAppRotation
51476,Y24uY29tLmVzc2VuY2Uuc3RvY2s=,ignoreAppRotation
51477,Y29tLmdzdGFybWMubGl0ZQ==,ignoreAppRotation
51478,Y29tLnl1bm1haS5zY2FsZQ==,ignoreAppRotation
51479,Y2g5OTkuYXBwLlVJ,ignoreAppRotation
51480,Y29tLndhY2FpMzY1,ignoreAppRotation
51481,Y29tLm5ldGVhc2UuZXBheQ==,ignoreAppRotation
51482,Y29tLm5ldGVhc2UudXJzLmFuZHJvaWQuYWNjb3VudG1hbmFnZXI=,ignoreAppRotation
51483,Y29tLmh1bmRzdW4uc3RvY2t3aW5uZXIuZ2R6cQ==,ignoreAppRotation
51484,Y24uY29tLnl1bm1hLnNjaG9vbC5hcHA=,ignoreAppRotation
51485,Y29tLmdlbmdjb24uYW5kcm9pZC5qY2Nsb3VkcHJpbnRlcg==,ignoreAppRotation
51486,Y29tLnJlZHJjZC55bHhm,ignoreAppRotation
51487,Y29tLm5kLmFuZHJvaWQucGFuZGFyZWFkZXI=,ignoreAppRotation
51488,Y29tLm9lY29tbXVuaXR5Lm9lc2hvcA==,ignoreAppRotation
51489,Y29tLmFsaWJhYmEuYWxpZXhwcmVzc2hk,ignoreAppRotation
51490,Y29tLnRyaXBsZWRvdC53b29kb2t1,ignoreAppRotation
51491,Y29tLmxlbW9uLmx2b3ZlcnNlYXM=,ignoreAppRotation
51492,Y29tLnNreXBlLnJhaWRlcg==,ignoreAppRotation
51493,Y29tLm14dGVjaC52aWRlb3BsYXllci5hZA==,ignoreAppRotation
51494,Y29tLnRyaXBsZWRvdC5zb2xpdGFpcmU=,ignoreAppRotation
51495,Y29tLmtpbG9vLnN1YndheXN1cmY=,ignoreAppRotation
51496,Y29tLmZ1Z28ud293,ignoreAppRotation
51497,aW4ucGxheXNpbXBsZS53b3JkdHJpcA==,ignoreAppRotation
51498,Y29tLnRvcHdhci5ncA==,ignoreAppRotation
51499,Y29tLmxvdmUuam91cm5leS5tYXRjaA==,ignoreAppRotation
51500,Y29tLmV0c3kuYW5kcm9pZA==,ignoreAppRotation
51501,c29ydHB1ei53YXRlci5zb3J0LnB1enpsZS5nYW1l,ignoreAppRotation
51502,Y29tLmNhbXBtb2JpbGUuc25vdw==,ignoreAppRotation
51503,Y29tLmVhc3licmFpbi5zdWRva3UuYW5kcm9pZA==,ignoreAppRotation
51504,aW4ucGxheXNpbXBsZS50cmlwY3Jvc3M=,ignoreAppRotation
51505,Y29tLnNwYWNlYXBlZ2FtZXMuYmVhdHN0YXI=,ignoreAppRotation
51506,Y29tLndlcGxheWRvdHMudHdvZG90c2FuZHJvaWQ=,ignoreAppRotation
51507,Y29tLm5pbnRlbmRvLnpha2E=,ignoreAppRotation
51508,Y29tLmVhc3lnYW1lcy5yYWNl,ignoreAppRotation
51509,cGFpbnQuYnkubnVtYmVyLnBpeGVsLmFydC5jb2xvcmluZy5kcmF3aW5nLnB1enpsZQ==,ignoreAppRotation
51510,Y29tLnRhcmJvb3NoLmNvbGxlY3RlbWFsbA==,ignoreAppRotation
51511,Y29tLmtpbmcuYnViYmxld2l0Y2gz,ignoreAppRotation
51512,Y29tLnN1cGVycGxheXN0dWRpb3MuZGljZWRyZWFtcw==,ignoreAppRotation
51513,Y29tLmx1ZG8ua2luZw==,ignoreAppRotation
51514,Y29tLmVhc3licmFpbi5qaWdzYXcucHV6emxlcw==,ignoreAppRotation
51515,Y29tLmhhYmJ5LnB1bmJhbGw=,ignoreAppRotation
51516,Y29tLlNlcmlvdXNseS5CZXN0RmllbmRz,ignoreAppRotation
51517,Y29tLnllbHAuYW5kcm9pZA==,ignoreAppRotation
51518,Y29tLmdyYXltYXRyaXguZGlk,ignoreAppRotation
51519,Y29tLnNob3BlZS5pZA==,ignoreAppRotation
51520,aW4uY3Jvc3N5LmRhaWx5X2Nyb3Nzd29yZA==,ignoreAppRotation
51521,Y29tLm15eWVhcmJvb2subQ==,ignoreAppRotation
51522,a3IucmFwcG9ydGxhYnMuZGFtb2E=,ignoreAppRotation
51523,bGluay5tZXJnZS5wdXp6bGUub25uZWN0Lm51bWJlcg==,ignoreAppRotation
51524,Y29tLm1hdGhwcmVzc28ucWFuZGE=,ignoreAppRotation
51525,ZWUubXRha3NvLmNsaWVudA==,ignoreAppRotation
51526,Y29tLkdNQS5CYWxsLlNvcnQuUHV6emxl,ignoreAppRotation
51527,Y29tLmFkZGljdGl2ZS5lbXBpcmUuY2xhc2guY29ucXVlc3Q=,ignoreAppRotation
51528,Y29tLnF1dmlkZW8ueGlhb3lpbmc=,ignoreAppRotation
51529,Y29tLmJlbGthdGVjaG5vbG9naWVzLmNsb2NrbWFrZXI=,ignoreAppRotation
51530,b3JnLmlnZ3ltZWRpYS5wZXJpb2R0cmFja2Vy,ignoreAppRotation
51531,Y29tLmtldGNoYXBwLnJpZGVy,ignoreAppRotation
51532,Y29tLmhpZ2hicm93LmdhbWVzLmR2YXJlbmE=,ignoreAppRotation
51533,Y29tLmxvb3AubWF0Y2gzZA==,ignoreAppRotation
51534,Y29tLnN1cGVya2luZy5wYXJjaGlzaS5zdGFy,ignoreAppRotation
51535,Y29tLm1hZGZ1dC5tYWRmdXQyMg==,ignoreAppRotation
51536,Y29tLnRpbGVtYXN0ZXIucHV6emxlLmJsb2NrLm1hdGNo,ignoreAppRotation
51537,Y29tLmZ1bGxmYXQudGV4dG9yZGll,ignoreAppRotation
51538,Y29tLnR3aXN0eWdhbWVzLmNvb2tpbmdjcmFmdA==,ignoreAppRotation
51539,Y29tLnBlcmNlbnQuYW9zLnJhbmRvbWRpY2V3YXJz,ignoreAppRotation
51540,Y29tLmVhc3licmFpbi5raWxsZXIuc3Vkb2t1LmZyZWU=,ignoreAppRotation
51541,Y29tLnlhbGxhLnlhbGxhZ2FtZXM=,ignoreAppRotation
51542,Y29tLmRlbmEuYTEyMDI2NDE4,ignoreAppRotation
51543,Y29tLm5vb24uYnV5ZXJhcHA=,ignoreAppRotation
51544,Z2FtZXMudmF2ZWRhLm1pbGl0YXJ5b3ZlcnR1cm4=,ignoreAppRotation
51545,Y29tLmdvcmdlb3VzLmxpdGVpbnRlcm5hdGlvbmFs,ignoreAppRotation
51546,Y29tLnByZXF1ZWwuYXBw,ignoreAppRotation
51547,Y29tLmNvb2thcHBzLmJtLnRocmVla2luZ2RvbXNyaXNpbmc=,ignoreAppRotation
51548,Y29tLmhpZGVhLmNhdA==,ignoreAppRotation
51549,Y29tLmhpZ2FtZXMuZ3JvdW5kZGlnZ2Vy,ignoreAppRotation
51550,Y29tLmV0ZXJtYXgucHJlZ3VudGFkb3MubGl0ZQ==,ignoreAppRotation
51551,Y29tLmJsYWNrb3V0LmJ1YmJsZQ==,ignoreAppRotation
51552,Y29tLmx1bmEudGhleWFyZWNvbWluZw==,ignoreAppRotation
51553,aG9tZXdvcmtvdXQuaG9tZXdvcmtvdXRzLm5vZXF1aXBtZW50,ignoreAppRotation
51554,Y29tLmluc3BpcmVkc3F1YXJlLmJsb2Nrcw==,ignoreAppRotation
51555,Y29tLmNvbW1zb3VyY2UuYmVhdXR5cGx1cw==,ignoreAppRotation
51556,Y29tLndvcmRnYW1lLndvcmRzLmNvbm5lY3Q=,ignoreAppRotation
51557,aW8udm9vZG9vLmhvbGVpbw==,ignoreAppRotation
51558,Y29tLmRlbHRhLm1vYmlsZS5hbmRyb2lk,ignoreAppRotation
51559,Y29tLkphY29iVmFuSGFhZy5Db2xvck1hdGNo,ignoreAppRotation
51560,Y29tLnBvcHVsYXJhcHAucGVyaW9kY2FsZW5kYXI=,ignoreAppRotation
51561,Y29tLnJvdmlvLmRyZWFt,ignoreAppRotation
51562,Y29tLnRhZ2dlZGFwcA==,ignoreAppRotation
51563,Y29tLnN1bnNldGdhbWVzLmJvcmRlcnNlY3VyaXR5,ignoreAppRotation
51564,Y29tLnNub3djb3JwLnN0aWNrZXJseS5hbmRyb2lk,ignoreAppRotation
51565,Y29tLkFsZXhhbmRySmFuYXNodmlsaS5NdWx0aU1hemUzRA==,ignoreAppRotation
51566,Y29tLnRyYXZlbG9rYS5hbmRyb2lk,ignoreAppRotation
51567,Y29tLmtheWFjLnJ1bmd1bg==,ignoreAppRotation
51568,Y29tLmRpc2NvdmVyZmluYW5jaWFsLm1vYmlsZQ==,ignoreAppRotation
51569,Y29tLnhtb25ldGl6ZS5xdWl6emxhbmQ=,ignoreAppRotation
51570,Y29tLnVzYWEubW9iaWxlLmFuZHJvaWQudXNhYQ==,ignoreAppRotation
51571,ZnIuZG9jdG9saWIud3d3,ignoreAppRotation
51572,Y29tLmZzdHVkaW8ua3JlYW0=,ignoreAppRotation
51573,Y29tLmlubm9nYW1lcy5mb2VhbmRyb2lk,ignoreAppRotation
51574,Y29tLmdhbWVtYWtlcjUuaWRsZW1hZmlh,ignoreAppRotation
51575,Z2FtZS5idWJibGUuc2hvb3Rlci5kcmFnb24ucG9w,ignoreAppRotation
51576,Y29tLmZhY2Vib29rLnRhbGs=,ignoreAppRotation
51577,Y29tLnlhemlvLmFuZHJvaWQ=,ignoreAppRotation
51578,Y29tLmZyZWVwbGF5LnR3ZXJr,ignoreAppRotation
51579,bWUubXljYWtl,ignoreAppRotation
51580,Y29tLnR1eWEuc21hcnQ=,ignoreAppRotation
51581,Y29tLlR3aW5DcmFiLk1vdG9ycG9saWE=,ignoreAppRotation
51582,Y29tLmNhbWVsZ2FtZXMuc3VwZXJraW5n,ignoreAppRotation
51583,Y29tLmdtYS5zb2RhLnNvcnQucHV6emxl,ignoreAppRotation
51584,Y29tLnNtYXJ0ZnVuYXBwcy5oYXBweW1ha2VvdmVy,ignoreAppRotation
51585,YXQubmVyLlNvbGl0YWlyZUtsb25kaWtl,ignoreAppRotation
51586,Y29tLndpeG90LmNvaW5yb2xs,ignoreAppRotation
51587,Y29tLm5hdHJpcy5zYW1wbHJlYmlydGhsaXRlLmty,ignoreAppRotation
51588,Z292Lmlycw==,ignoreAppRotation
51589,Y29tLndvbHQuYW5kcm9pZA==,ignoreAppRotation
51590,YWlyLmNvbS5zZ24uY29va2llamFtLmdw,ignoreAppRotation
51591,Y29tLnBpeGlvLmdvb2dsZS5tdGQ=,ignoreAppRotation
51592,Y29tLndpeG90Lm1vbmV5bGFuZA==,ignoreAppRotation
51593,Y29tLndzbC5ub29t,ignoreAppRotation
51594,Y29tLndvcmtkYXkud29ya2Ryb2lkYXBw,ignoreAppRotation
51595,Y29tLmR0Zy5vZmZpY2VmZXZlcg==,ignoreAppRotation
51596,aWQuYm1yaS5saXZpbg==,ignoreAppRotation
51597,Y29tLmNvbW1iYW5rLm5ldGJhbms=,ignoreAppRotation
51598,Y29tLmxpdmVzY29yZQ==,ignoreAppRotation
51599,Y29tLm1tLmFuZHJvaWQuRE1TUw==,ignoreAppRotation
51600,Y29tLnRvb2wuZmFzdC5zbWFydC5jbGVhbmVy,ignoreAppRotation
51601,Y29tLnRlbGtvbS50cmFjZW5jYXJl,ignoreAppRotation
51602,Y29tLmNoYW1waW9uLmN1YmVz,ignoreAppRotation
51603,Y29tLm1hZ2ljdi5haXJicnVzaA==,ignoreAppRotation
51604,Y29tLmxpdGF0b20uYXBw,ignoreAppRotation
51605,Y29tLkppbmRvQmx1LlR3b1BsYXllckdhbWVzQ2hhbGxlbmdl,ignoreAppRotation
51606,bmV0Lm9yaXppbmFsLnN1YndheQ==,ignoreAppRotation
51607,YnIuZ292Lm1ldWdvdmJy,ignoreAppRotation
51608,Y29tLndvcmRsZS53b3JkbGVnYW1lLnRvZGF5LndvcmQucHV6emxlLmdhbWU=,ignoreAppRotation
51609,Y29tLmVwaXNvZGVpbnRlcmFjdGl2ZS5hbmRyb2lkLmNhdGFsb2c=,ignoreAppRotation
